customer_no,buytabw,tabordrs,divsords,divwords,spgtabord,moslsdvs,moslsdvw,moslstab,orders
12004,0,3,1,4,1,18.0683,5.8476,10.3154,9
12005,0,5,1,2,4,17.0499,18.0683,17.0499,14
12006,0,5,0,1,2,42,27.6281,2.2339,8
12007,0,0,1,1,0,19.6781,18.364,42,6
12008,1,2,0,3,2,42,12.385,4.0407,7
12009,0,13,3,18,9,3.0552,0.1314,0.1314,25
12010,0,1,0,3,1,42,2.2339,4.0407,7
12011,0,4,3,10,2,14.8817,0.1971,0.1971,22
12012,0,6,7,5,5,4.7306,10.5453,3.1209,27
12013,0,12,6,12,8,0.5585,0.5585,3.088,19
12014,0,11,5,7,9,11.0053,4.3035,4.3035,15
12015,0,2,0,6,1,42,8.4757,1.3141,8
12016,0,0,1,6,0,6.1104,9.8555,42,14
12017,0,1,1,0,0,13.6991,42,13.6991,4
12018,0,3,1,0,2,21.9777,42,4.7635,18
12019,0,2,0,3,2,42,19.8423,5.6176,6
12020,1,11,0,6,3,42,0.1314,0.1314,14
12021,1,18,8,12,9,5.7819,0.3614,1.9054,35
12022,0,1,3,2,0,0.1314,8.18,14.0933,12
12023,1,8,0,8,6,42,2.5953,1.9054,12
12024,0,4,2,2,3,27.3325,2.6938,17.1156,13
12025,0,9,4,7,5,1.117,9.5926,7.6873,17
12026,0,10,6,16,6,8.18,5.2562,5.2562,21
12027,0,6,3,4,2,18.0683,11.6294,13.1735,24
12028,0,3,0,1,1,42,6.5046,1.2155,4
12029,0,2,0,3,1,42,16.9185,18.134,5
12030,1,10,1,3,5,18.0683,7.2602,0.2628,22
12031,0,13,9,23,10,3.318,2.5953,3.318,63
12032,0,3,0,1,3,42,6.1761,1.9382,6
12033,0,4,2,5,2,18.0026,4.3364,3.8765,16
12034,0,1,1,1,0,0.6242,29.9606,25.4271,12
12035,0,5,0,2,3,42,27.6938,2.1682,8
12036,0,1,0,0,1,42,42,20.3351,5
12037,1,19,0,6,7,42,4.4678,0.3942,34
12038,0,1,0,0,1,42,42,8.6399,1
12039,0,2,1,4,2,20.2694,19.7438,19.7438,6
12040,0,4,1,6,2,16.4586,2.661,10.5125,11
12041,0,1,1,1,0,25.3614,3.318,25.3614,6
12042,0,5,0,3,4,42,8.3114,4.2707,7
12043,0,0,0,2,0,42,2.2339,42,4
12044,0,2,1,0,1,21.8134,42,4.7635,4
12045,1,3,0,6,1,42,0.1643,9.067,14
12046,1,2,0,0,2,42,42,3.8436,10
12047,0,4,0,12,4,42,2.2011,7.3259,24
12048,1,22,12,30,12,0.4271,0.3942,0.3942,38
12049,0,7,0,2,4,42,11.8265,11.8265,12
12050,0,2,0,7,0,42,8.3443,20.8607,11
12051,0,10,3,2,4,2.8252,27.0368,2.5624,16
12052,0,6,9,7,1,2.7924,2.7924,2.7924,19
12053,0,12,2,1,5,2.5953,8.4757,1.4126,22
12054,0,2,1,1,1,1.2155,1.2155,3.8108,5
12055,0,3,0,3,2,42,22.2076,3.8436,11
12056,0,13,0,7,8,42,5.9461,5.8147,15
12057,0,5,2,6,3,18.5283,1.7083,1.7083,10
12058,0,5,0,8,3,42,0.7884,4.6321,17
12059,0,7,2,6,7,1.3141,1.0841,4.3035,15
12060,0,4,1,7,2,9.9212,2.4967,6.636,15
12061,0,9,4,13,6,15.7359,0.8213,1.5112,36
12062,1,8,0,13,5,42,0.5913,5.1905,18
12063,1,1,0,3,0,42,3.088,10.0197,7
12064,0,6,1,7,1,10.4468,6.3403,10.0526,15
12065,0,6,0,10,3,42,0.9527,0.9527,18
12066,0,14,2,8,10,20.3022,2.5624,2.5624,25
12067,0,5,2,5,4,24.2773,1.774,1.774,13
12068,0,1,1,4,1,6.0775,2.8581,6.0775,4
12069,0,4,4,2,0,1.4783,4.3035,11.5637,14
12070,0,0,0,1,0,42,21.4849,42,3
12071,0,4,0,2,1,42,6.1104,3.7122,8
12072,1,4,0,3,1,42,0.0657,0.0657,7
12073,0,9,1,4,4,18.9882,0.7884,8.1143,15
12074,1,21,1,6,10,28.4166,1.2484,0.0657,26
12075,0,1,2,6,1,22.2076,1.9711,20.795,16
12076,0,3,0,7,3,42,6.0775,5.6505,17
12077,0,2,0,0,2,42,42,3.9422,5
12078,1,7,1,5,4,4.5007,5.6176,9.6255,17
12079,0,4,0,1,3,42,4.7635,19.4481,6
12080,1,1,0,3,1,42,1.4455,18.0026,6
12081,1,14,0,27,10,42,3.2523,7.9172,37
12082,0,0,0,0,0,42,42,42,1
12083,0,10,1,3,1,23.0289,8.9356,8.9356,13
12084,0,11,3,12,4,0.7556,4.4678,8.18,24
12085,0,10,0,3,1,42,13.6662,9.5598,12
12086,0,12,6,17,6,8.4757,1.7411,4.6321,27
12087,0,3,4,2,2,1.5112,1.5112,1.5112,10
12088,0,2,0,3,1,42,6.0775,1.7083,5
12089,0,5,0,10,3,42,1.2812,5.4205,10
12090,0,4,0,9,2,42,5.6505,0.0657,11
12091,1,3,0,2,2,42,0.6242,6.5703,4
12092,1,16,5,26,8,5.5848,0.5256,2.1353,41
12093,0,3,1,2,1,13.1735,13.1735,1.774,9
12094,0,0,1,0,0,4.205,42,42,2
12095,1,10,0,19,9,42,2.3325,3.1209,20
12096,0,9,6,7,8,3.1209,4.2707,4.1721,20
12097,0,6,0,6,5,42,6.7674,6.7674,8
12098,1,8,2,10,3,17.9041,2.8581,10.0854,16
12099,1,13,0,9,4,42,0.7556,4.2378,17
12100,0,0,0,1,0,42,31.4717,42,4
12101,0,4,0,0,3,42,42,5.3876,15
12102,1,4,0,7,4,42,4.0407,26.5112,14
12103,0,5,0,15,3,42,0.9855,6.406,17
12104,0,0,0,0,0,42,42,42,1
12105,0,4,0,2,3,42,4.5664,4.5664,7
12106,0,2,2,1,1,4.435,15.6702,15.6702,9
12107,0,1,0,1,1,42,6.2746,7.9172,4
12108,0,1,0,5,0,42,4.0079,22.8318,7
12109,0,1,0,2,0,42,5.6505,10.2825,8
12110,0,4,2,5,3,5.9461,4.205,3.975,11
12111,0,10,1,17,5,12.4507,0.1314,0.1314,27
12112,0,2,0,0,1,42,42,2.1025,4
12113,0,3,0,2,3,42,28.318,28.318,4
12114,0,3,2,3,3,8.3114,12.9435,18.5283,9
12115,0,2,0,0,0,42,42,9.954,5
12116,0,6,0,8,6,42,8.0158,17.2799,10
12117,0,5,10,14,3,1.7411,1.1827,6.9645,19
12118,0,5,0,3,1,42,7.4901,3.975,7
12119,0,8,1,3,7,11.9251,2.661,3.975,26
12120,1,5,0,1,4,42,11.4652,5.1905,9
12121,1,8,2,8,5,26.6426,10.7096,0.1643,13
12122,0,6,3,7,3,4.5007,3.0552,3.7451,23
12123,1,14,1,10,7,24.2773,4.0079,5.4862,22
12124,0,0,0,4,0,42,2.8909,42,8
12125,1,21,3,19,15,19.6781,0.5256,0.5256,28
12126,0,3,4,0,3,1.0184,42,5.1905,24
12127,0,0,0,0,0,42,42,42,11
12128,0,8,2,3,5,15.6702,6.1761,6.1761,10
12129,0,8,0,0,1,42,42,7.9172,8
12130,0,3,0,4,1,42,0.1643,0.1643,5
12131,0,3,0,10,1,42,0.8213,1.5112,25
12132,0,4,0,1,4,42,19.5795,5.2562,6
12133,0,0,0,1,0,42,10.6439,42,7
12134,0,4,1,10,3,3.1209,3.2852,4.2378,30
12135,0,0,3,0,0,7.9501,42,42,4
12136,0,11,2,10,1,9.6912,3.088,4.4678,22
12137,1,6,0,4,3,42,2.7924,4.6321,10
12138,1,6,0,3,3,42,12.4507,4.6649,10
12139,0,2,0,2,1,42,22.2076,1.7083,8
12140,0,5,1,8,2,11.3995,1.2812,0.5256,10
12141,1,8,1,14,4,11.4652,2.8581,5.3548,25
12142,0,2,0,0,1,42,42,4.6321,5
12143,0,23,6,8,12,5.8476,22.8975,2.0039,35
12144,0,1,0,1,1,42,4.9606,28.1209,6
12145,0,5,0,1,4,42,4.6978,4.6978,6
12146,0,4,0,2,0,42,8.3114,9.6255,8
12147,1,7,3,13,5,6.406,1.7083,0.1314,16
12148,0,1,0,1,1,42,19.4481,19.4481,4
12149,0,0,0,0,0,42,42,42,5
12150,0,0,0,0,0,42,42,42,4
12151,1,4,3,2,2,4.4678,2.1353,8.9356,11
12152,0,8,7,8,5,4.4021,2.2339,20.5322,40
12153,0,3,0,3,3,42,2.2339,2.8252,13
12154,0,13,3,17,8,0.3285,0.3285,0.3285,22
12155,1,9,0,7,6,42,5.2562,5.092,16
12156,1,16,0,4,8,42,9.067,3.318,17
12157,1,6,2,4,3,4.0079,4.0079,4.0079,11
12158,1,2,2,4,2,6.8003,6.9317,6.0775,17
12159,0,17,2,15,8,9.8555,1.0512,0.5256,28
12160,0,0,0,3,0,42,0.5256,42,7
12161,1,3,0,10,2,42,3.0223,11.7937,13
12162,0,6,3,4,5,26.3469,8.9356,20.1051,13
12163,0,5,1,5,2,16.0315,5.7162,5.7162,8
12164,0,8,1,6,5,1.774,1.2155,1.0184,13
12165,1,8,3,9,3,17.1156,0.657,5.8476,19
12166,0,8,0,2,1,42,5.8804,9.5598,13
12167,0,2,0,1,2,42,13.7648,18.7582,13
12168,0,3,1,2,2,4.5007,21.4849,10.5125,10
12169,1,15,1,26,12,0.3285,0.3285,1.6426,33
12170,0,2,0,1,2,42,11.8265,2.1682,10
12171,0,1,1,10,1,9.8555,9.0342,16.6886,12
12172,0,6,2,8,3,5.1577,1.1827,1.1827,20
12173,0,5,7,3,4,6.5375,21.3535,6.5375,10
12174,0,12,1,12,6,28.4823,0.7556,3.7451,16
12175,0,8,0,5,2,42,14.7503,4.7306,17
12176,0,1,0,0,0,42,42,0.0329,5
12177,0,3,1,0,1,22.4376,42,1.4783,6
12178,1,12,0,19,6,42,2.6938,6.4717,30
12179,0,1,1,0,0,6.406,42,3.548,3
12180,0,5,0,0,0,42,42,20.1051,12
12181,0,0,2,2,0,8.2457,11.3995,42,9
12182,0,4,5,5,2,2.8909,1.0841,1.0841,13
12183,0,2,0,4,2,42,12.2865,4.1721,11
12184,0,5,4,7,2,10.1511,0.5585,1.7411,16
12185,0,12,1,7,4,9.8226,0.5585,1.7083,23
12186,0,1,0,0,1,42,42,4.0407,3
12187,0,2,0,2,2,42,12.4836,5.5848,11
12188,0,1,0,1,0,42,12.2208,12.2208,5
12189,0,14,4,15,8,0.5585,2.2339,2.1025,32
12190,0,6,0,11,3,42,8.2457,11.9251,14
12191,0,17,3,16,9,18.7254,0.4928,0.4928,25
12192,0,11,0,7,2,42,0.0329,6.1761,22
12193,0,4,1,8,0,22.4376,1.4783,2.431,19
12194,0,1,0,0,0,42,42,0.5256,1
12195,0,2,0,1,1,42,23.8173,24.9671,4
12196,0,12,0,10,10,42,0.0329,0.0329,15
12197,0,8,1,0,7,11.3009,42,7.1616,12
12198,0,2,0,5,1,42,10.4139,10.4139,17
12199,0,7,0,2,3,42,0.0657,0.0657,11
12200,0,11,2,4,9,14.5861,6.8003,2.0039,22
12201,0,4,0,3,3,42,4.7635,2.6938,11
12202,0,5,1,2,5,31.6689,30.2891,5.4862,8
12203,0,6,2,0,3,5.1248,42,5.1248,10
12204,0,13,0,21,10,42,1.4126,1.4126,28
12205,1,3,2,1,0,21.682,6.3403,1.2484,11
12206,0,8,1,4,2,21.5506,10.0526,0.0329,22
12207,0,4,0,6,2,42,8.8699,9.6255,12
12208,0,6,0,4,2,42,7.6544,12.0237,18
12209,0,4,3,10,1,2.2339,2.2339,9.0342,21
12210,0,0,0,1,0,42,2.2668,42,5
12211,0,3,0,1,3,42,2.8581,1.9711,12
12212,0,7,1,13,5,6.0775,1.2484,1.2484,15
12213,0,2,0,3,0,42,0.3285,0.3285,8
12214,0,1,2,0,1,2.8581,42,26.117,10
12215,0,3,7,4,1,1.0512,2.3982,3.088,30
12216,0,0,0,3,0,42,2.8252,42,4
12217,0,5,2,9,1,25.8541,1.1827,0.7556,23
12218,1,6,0,6,5,42,1.2484,5.4862,7
12219,0,11,0,8,10,42,14.8817,4.6978,19
12220,0,3,2,0,2,1.4783,42,25.1971,9
12221,0,3,0,0,0,42,42,15.7359,12
12222,0,0,0,0,0,42,42,42,8
12223,1,7,0,4,4,42,0.2957,4.4678,11
12224,0,4,0,3,3,42,2.1353,2.1353,8
12225,0,3,0,2,1,42,2.1025,2.1025,4
12226,1,4,2,9,0,15.046,3.2523,10.0854,21
12227,0,3,0,2,2,42,2.661,2.661,9
12228,1,3,2,2,1,6.636,9.3298,10.0526,6
12229,0,1,0,1,1,42,0.0329,4.5007,2
12230,0,2,0,3,2,42,8.0158,17.3784,5
12231,0,4,3,4,3,21.5834,15.9658,18.9882,20
12232,1,1,0,1,0,42,1.544,1.544,3
12233,0,13,3,8,6,0.0329,1.6426,0.0329,22
12234,0,4,3,1,3,3.7451,27.2339,3.7451,11
12235,0,5,0,3,4,42,7.6544,4.3035,13
12236,0,10,1,5,6,15.4731,10.2497,1.0512,12
12237,1,1,3,6,0,0.3285,0.3285,12.385,12
12238,1,15,5,24,9,1.0184,1.0184,4.6649,29
12239,0,3,2,6,1,13.0092,6.2746,10.4139,8
12240,0,11,12,9,6,9.3955,4.9606,9.4612,28
12241,0,1,4,4,0,10.1511,10.6767,2.1353,13
12242,0,3,4,2,3,2.8581,9.067,27.1025,10
12243,0,3,1,3,1,3.3837,11.6951,7.5558,7
12244,0,0,0,3,0,42,9.0342,42,7
12245,0,2,2,8,1,22.0105,8.8699,0.3614,24
12246,1,8,3,9,3,24.2116,4.7306,6.3403,13
12247,1,12,0,9,6,42,0.1314,0.1314,15
12248,0,2,0,4,1,42,2.3653,4.4021,10
12249,0,2,2,0,1,2.6281,42,5.5848,3
12250,0,12,2,2,6,0.3942,10.2497,0.3942,19
12251,0,2,1,4,1,6.1104,2.0039,2.0039,9
12252,0,7,0,9,5,42,0.3614,0.3614,15
12253,0,6,1,5,4,10.2825,2.7924,5.9461,18
12254,0,3,0,3,2,42,1.7411,17.0828,7
12255,0,14,8,11,8,0.0329,4.0407,2.1353,29
12256,1,17,4,22,14,15.0788,1.0841,2.7924,30
12257,0,0,0,0,0,42,42,42,2
12258,0,3,1,1,1,8.7714,3.7779,6.0118,9
12259,0,0,0,11,0,42,0.5913,42,17
12260,0,0,0,1,0,42,0.5585,42,3
12261,0,0,0,0,0,42,42,42,1
12262,0,11,1,4,4,9.6255,4.5335,1.8725,19
12263,0,3,1,0,3,5.8476,42,5.3876,6
12264,0,4,0,3,4,42,4.2378,4.2378,14
12265,0,6,3,2,1,21.452,4.205,4.205,9
12266,0,7,0,6,2,42,3.4823,0.0329,21
12267,1,3,3,8,2,6.3403,6.7346,0.6242,33
12268,0,12,5,18,8,0.1314,0.1314,4.0407,24
12269,0,7,1,4,3,5.4205,5.4205,3.4823,16
12270,1,2,0,11,0,42,1.0184,15.5388,26
12271,0,23,6,7,9,1.0512,5.7162,1.0512,57
12272,0,2,1,0,1,20.6636,42,9.0342,25
12273,0,12,0,11,5,42,0.7884,6.0775,22
12274,1,1,0,4,0,42,0.0657,11.7608,9
12275,0,3,1,4,2,20.2694,4.7306,10.6439,8
12276,0,1,0,1,1,42,8.3114,31.5703,7
12277,0,3,1,1,2,13.8962,4.0407,4.0407,12
12278,0,0,0,4,0,42,5.8804,42,4
12279,0,1,1,1,1,1.0512,27.2339,20.8279,6
12280,0,5,0,3,3,42,0.9855,16.5243,9
12281,0,4,0,1,1,42,0.3614,0.3614,9
12282,0,6,1,4,3,23.2589,0.0329,10.8739,10
12283,1,32,5,22,9,0.2957,3.7451,3.7451,54
12284,0,6,0,5,3,42,0.5913,9.8226,12
12285,0,7,0,4,2,42,1.2812,1.2812,12
12286,0,0,0,0,0,42,42,42,2
12287,0,0,0,0,0,42,42,42,3
12288,0,4,1,7,1,10.9067,6.5046,10.9067,22
12289,0,3,0,3,3,42,13.929,13.929,6
12290,0,5,0,4,2,42,4.6321,4.6321,9
12291,0,4,2,4,1,9.8226,0.3614,6.1104,13
12292,0,2,0,0,1,42,42,11.8594,9
12293,0,5,1,1,4,10.5453,13.9947,4.6321,12
12294,0,9,0,8,7,42,3.5808,3.5808,26
12295,1,2,2,9,0,3.9422,3.7779,3.7779,18
12296,0,2,1,1,1,6.7674,5.1577,5.1577,5
12297,1,15,2,16,8,12.0565,0.3614,1.0841,27
12298,0,13,5,11,7,6.1104,1.0512,2.2339,27
12299,0,1,0,1,0,42,11.1695,11.1695,4
12300,0,1,0,5,1,42,0.6242,15.7359,8
12301,0,3,3,2,0,15.8344,2.3653,3.9422,20
12302,0,6,0,2,4,42,9.7898,5.4862,11
12303,1,2,1,16,1,13.6662,3.318,4.9934,22
12304,0,5,3,13,5,6.3403,5.4862,5.4862,17
12305,0,0,0,0,0,42,42,42,6
12306,0,1,0,3,1,42,21.5834,27.2011,14
12307,0,0,0,6,0,42,5.092,42,16
12308,0,3,2,5,2,22.4376,1.2812,22.4376,19
12309,0,3,0,3,1,42,2.6281,0.4928,9
12310,0,0,0,1,0,42,25.1314,42,6
12311,0,0,0,1,0,42,4.9606,42,1
12312,0,1,0,0,1,42,42,4.5335,4
12313,0,10,0,2,2,42,2.4639,2.8252,16
12314,0,0,0,3,0,42,5.5848,42,5
12315,0,0,0,3,0,42,3.4166,42,12
12316,0,8,0,7,6,42,5.3876,2.8581,15
12317,0,6,9,9,1,4.1721,4.6978,1.2155,21
12318,1,4,2,2,1,5.1905,5.7162,12.4836,11
12319,0,6,0,6,6,42,16.59,16.59,20
12320,0,1,0,2,2,42,12.0565,18.9225,10
12321,0,0,6,1,0,1.0512,3.0223,42,18
12322,0,1,0,0,0,42,42,11.5966,2
12323,0,4,0,3,0,42,1.5112,0.5913,4
12324,0,1,0,3,0,42,1.2484,10.9067,7
12325,0,3,4,5,1,0.7884,0.7884,0.7884,12
12326,0,2,0,0,1,42,42,3.5151,6
12327,1,8,0,13,4,42,3.2523,6.636,16
12328,1,15,8,22,10,2.4967,2.0039,3.8436,26
12329,1,10,8,15,7,0.2628,0.6242,0.2628,27
12330,0,2,0,2,0,42,2.3982,2.3982,3
12331,0,0,0,0,0,42,42,42,11
12332,0,1,0,1,1,42,4.205,17.4442,7
12333,0,3,0,1,1,42,0.657,0.3942,4
12334,0,0,1,0,0,10.8739,42,42,4
12335,0,5,4,2,0,4.9277,11.9908,3.7451,10
12336,0,6,0,1,3,42,29.7635,2.8581,12
12337,0,1,2,3,0,0.2957,0.2957,0.2957,6
12338,0,0,0,1,0,42,4.6978,42,11
12339,0,0,0,6,0,42,2.5624,42,8
12340,0,2,0,2,1,42,9.9869,4.5335,5
12341,0,1,0,1,1,42,10.7096,10.7096,1
12342,0,7,0,1,3,42,10.2497,13.5348,24
12343,1,4,1,1,4,1.544,1.544,7.0959,15
12344,0,5,0,4,4,42,1.6426,1.6426,10
12345,1,1,1,5,1,6.9317,5.1248,3.088,19
12346,1,10,0,7,7,42,5.8147,1.9711,17
12347,1,3,0,2,2,42,3.5808,3.5808,10
12348,0,2,0,1,2,42,9.0342,2.6281,7
12349,0,6,3,7,1,0.1643,3.318,2.1682,18
12350,0,2,0,1,0,42,11.9251,0.1314,5
12351,0,7,7,26,1,1.0184,0.657,0.657,55
12352,0,4,0,1,1,42,4.4678,0.3942,12
12353,0,3,0,2,1,42,10.9396,8.18,9
12354,0,3,1,1,2,31.6689,3.2523,20.4336,22
12355,1,12,4,10,7,6.9974,0.0986,0.5913,22
12356,0,9,9,2,6,3.3509,3.4823,3.3509,24
12357,0,4,0,1,3,42,18.4625,4.9277,5
12358,0,10,3,2,7,22.9632,4.0079,3.9422,12
12359,0,14,5,15,8,4.0736,4.4021,4.0736,20
12360,0,4,0,1,4,42,7.0959,7.0959,6
12361,1,3,3,4,2,1.0841,8.0158,12.4836,11
12362,0,7,2,2,3,23.7845,0.5913,8.8699,19
12363,0,5,0,3,1,42,1.5112,1.5112,11
12364,0,2,1,1,1,31.1104,31.1104,1.7411,9
12365,0,1,3,0,0,15.3745,42,13.6991,25
12366,0,0,0,0,0,42,42,42,2
12367,0,6,0,7,4,42,5.1577,5.1577,7
12368,0,9,4,6,5,9.3955,3.7451,9.3955,14
12369,1,3,1,4,3,24.2773,1.2155,2.8909,10
12370,1,4,2,2,2,2.6281,0.3614,0.3942,24
12371,0,2,2,2,2,9.5926,15.7687,18.5283,13
12372,0,3,0,1,1,42,30.4205,2.0039,6
12373,0,7,0,0,4,42,42,6.5703,11
12374,0,1,1,3,1,31.6689,2.431,26.2812,12
12375,0,2,2,10,0,3.7451,1.1827,1.1827,13
12376,0,0,0,4,0,42,10.0526,42,12
12377,0,18,4,16,13,2.661,2.661,3.318,26
12378,0,0,0,1,0,42,0.1314,42,7
12379,0,2,2,3,1,6.5046,1.1827,6.406,4
12380,0,0,0,1,0,42,2.8581,42,6
12381,0,0,0,0,0,42,42,42,5
12382,0,11,2,4,4,1.2812,2.6281,0.0329,17
12383,0,2,0,2,2,42,7.9172,3.1537,4
12384,0,0,0,1,0,42,0.7884,42,1
12385,0,3,3,0,2,9.5598,42,14.2247,15
12386,0,2,0,2,1,42,5.4205,1.7411,14
12387,0,8,3,2,2,10.2497,4.0079,4.3035,17
12388,0,2,0,0,2,42,42,28.9422,6
12389,0,3,0,1,1,42,4.6978,3.318,6
12390,0,2,3,3,2,1.0512,6.9317,6.9317,6
12391,0,0,0,0,0,42,42,42,3
12392,1,4,0,8,3,42,1.4783,1.4783,9
12393,0,1,1,1,1,3.8108,6.7017,3.8108,10
12394,0,7,1,2,4,28.9422,0.5585,0.5585,16
12395,0,1,0,1,0,42,10.5453,2.0039,4
12396,0,2,0,4,0,42,4.8949,11.4652,10
12397,1,2,0,6,1,42,9.7898,4.4021,13
12398,0,6,1,0,2,2.4639,42,4.2378,10
12399,0,6,0,5,2,42,1.1827,1.4455,14
12400,0,2,0,5,2,42,4.435,4.435,13
12401,0,1,0,0,0,42,42,9.3298,3
12402,0,9,0,2,4,42,10.7753,5.6176,17
12403,0,12,0,5,10,42,13.5348,5.4205,16
12404,0,3,0,1,0,42,4.5335,10.4468,5
12405,0,5,1,0,3,10.841,42,4.4678,11
12406,0,0,1,8,0,0.4928,2.1682,42,14
12407,0,0,0,0,0,42,42,42,3
12408,1,5,3,6,3,21.1235,3.548,3.0223,16
12409,0,2,1,2,2,27.6938,8.18,16.4586,7
12410,0,2,1,1,0,11.3338,11.3666,11.3338,7
12411,1,1,1,3,1,29.1064,2.6938,14.2904,5
12412,0,7,0,12,1,42,5.1905,0.3285,24
12413,1,2,0,1,1,42,4.9934,4.9934,3
12414,1,5,2,3,4,24.0145,18.2654,6.1104,10
12415,0,1,0,1,1,42,5.7819,5.7819,6
12416,0,0,1,0,0,12.7464,42,42,3
12417,0,4,2,2,0,10.4468,5.5519,10.4468,11
12418,0,4,4,6,4,15.933,0.7884,16.2286,17
12419,0,5,0,1,2,42,11.2352,5.3876,10
12420,0,2,1,1,2,21.5506,21.8134,26.774,9
12421,1,1,0,1,0,42,3.0552,2.1353,5
12422,0,0,0,2,0,42,10.5125,42,8
12423,1,2,1,4,2,18.9882,0.6242,7.6544,9
12424,0,3,0,2,1,42,19.3495,2.5953,7
12425,1,9,4,3,5,1.0184,8.1143,1.0184,27
12426,0,9,4,1,4,3.318,12.0237,6.8003,31
12427,0,1,2,2,1,4.8949,27.4967,4.8949,8
12428,0,3,0,12,1,42,0.3285,1.3141,16
12429,0,6,0,2,3,42,1.0512,3.3837,10
12430,0,6,0,5,5,42,4.9606,4.9606,14
12431,0,14,1,7,6,5.8804,5.8147,4.7635,23
12432,0,9,6,1,4,7.5558,16.6886,9.4612,35
12433,0,17,2,4,7,0.0986,4.205,4.0079,26
12434,0,2,0,0,1,42,42,12.4836,8
12435,0,1,3,2,1,2.8252,17.2799,5.4862,9
12436,1,3,0,3,0,42,0.7884,0.7884,8
12437,0,9,2,11,3,1.9054,4.3035,1.4783,40
12438,0,0,0,6,0,42,4.0079,42,6
12439,0,6,6,7,5,5.8476,6.1761,7.5558,22
12440,0,1,1,3,1,1.544,7.2602,31.3732,4
12441,1,8,0,5,2,42,2.1353,2.1353,10
12442,0,5,0,2,3,42,0.2957,0.2957,9
12443,0,1,2,0,1,22.0434,42,4.9934,6
12444,0,2,0,6,1,42,0.6242,6.2418,8
12445,0,8,1,2,6,7.6216,27.5624,2.3653,15
12446,0,3,0,6,2,42,16.2286,5.7162,15
12447,0,3,0,1,3,42,6.0775,3.5808,4
12448,0,2,0,0,1,42,42,4.9277,3
12449,0,2,0,0,2,42,42,4.1721,6
12450,0,2,2,4,2,10.611,2.1682,4.9277,23
12451,0,6,0,3,3,42,16.9185,12.0894,7
12452,0,1,0,1,1,42,27.7267,2.3982,15
12453,0,23,3,14,10,1.4455,0.0657,0.0657,32
12454,0,6,1,7,3,10.2825,2.4639,2.4639,12
12455,0,0,1,1,0,21.3206,12.0894,42,12
12456,0,1,0,3,1,42,5.4205,5.4205,6
12457,0,0,0,0,0,42,42,42,2
12458,0,2,3,1,0,9.6912,1.6426,1.6426,9
12459,0,9,5,4,3,6.1104,6.1104,6.1104,9
12460,1,2,1,11,2,8.3771,2.0039,27.7267,16
12461,0,2,0,8,1,42,5.5519,5.5519,21
12462,0,1,2,2,1,1.0841,3.4823,3.4823,8
12463,0,5,0,2,2,42,13.3049,2.2011,10
12464,0,7,1,7,3,3.7779,0.3285,3.7779,13
12465,0,5,2,2,2,4.9606,4.1721,4.1721,8
12466,0,0,0,1,0,42,13.0092,42,10
12467,0,3,1,0,0,6.3075,42,1.5112,7
12468,0,2,2,2,2,0.0986,13.4363,4.5335,9
12469,0,2,1,13,0,16.9185,7.0959,14.6189,27
12470,1,6,2,1,5,19.0539,19.0539,1.774,11
12471,0,1,2,3,1,4.7306,1.7083,1.7083,7
12472,0,3,2,1,1,10.9067,10.9067,7.3916,6
12473,0,3,0,0,2,42,42,6.9645,4
12474,0,0,0,0,0,42,42,42,14
12475,1,7,2,2,3,17.9041,0.0986,4.7306,12
12476,0,9,1,11,9,30.2562,5.1577,5.1577,16
12477,0,2,1,5,1,0.0986,6.1761,10.1511,7
12478,1,12,6,4,3,3.7779,4.3035,3.7779,25
12479,0,2,0,3,1,42,17.5756,18.4954,13
12480,1,11,6,27,7,1.1827,0.3285,2.3982,42
12481,0,6,0,1,4,42,1.0512,3.7779,7
12482,0,8,0,5,4,42,6.8003,1.4783,11
12483,1,17,1,15,9,28.1537,6.3075,1.2484,17
12484,0,6,2,4,4,13.4363,5.8476,7.6544,17
12485,0,0,0,2,0,42,9.0342,42,4
12486,0,3,0,0,1,42,42,5.4205,8
12487,1,23,2,13,17,13.8633,1.5112,1.5112,28
12488,0,4,0,3,1,42,9.7898,4.862,11
12489,0,0,0,1,0,42,0.2628,42,2
12490,1,13,0,18,9,42,0.1643,4.6978,21
12491,0,3,0,0,1,42,42,25.5913,4
12492,1,10,7,8,7,6.0775,7.9501,6.0775,20
12493,0,9,2,3,5,3.9422,2.8581,0.5256,25
12494,0,4,0,0,3,42,42,6.0775,5
12495,0,5,0,0,4,42,42,9.067,6
12496,0,2,0,3,1,42,7.4573,5.4862,6
12497,0,13,19,5,9,6.866,6.866,6.8003,38
12498,0,2,0,5,2,42,0.3285,15.6045,11
12499,0,1,0,2,0,42,0.8541,25.3285,10
12500,0,10,1,2,3,22.6675,0.1643,0.1643,14
12501,0,1,0,5,0,42,2.8909,9.3955,5
12502,0,1,0,4,0,42,5.4205,2.0039,7
12503,1,3,2,4,1,0.5913,0.5913,1.774,9
12504,0,0,0,0,0,42,42,42,3
12505,0,0,0,0,0,42,42,42,2
12506,0,1,0,0,1,42,42,4.9606,1
12507,0,6,1,10,5,6.1104,3.1537,3.4823,12
12508,0,10,9,7,6,3.0223,6.5375,6.5375,16
12509,1,4,0,3,2,42,0.1643,1.4783,9
12510,0,5,0,8,4,42,5.1577,11.9908,13
